legacy_fact_id,technical_topic,concise_factual_claim,classification,classification_reason,short_engineering_explanation,application_limitations_or_context,appropriate_destination_page,supporting_source,last_reviewed_date,human_technical_review_required,approved_for_publication
LEGACY-0266,Process Alarms,Process Alarms must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/tablet-press-troubleshooting.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0267,Data Trending,Data Trending must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/tablet-press-troubleshooting.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0268,Root-Cause Reporting,Root-Cause Reporting must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/tablet-press-troubleshooting.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0269,Change Control,Change Control must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/tablet-press-troubleshooting.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0270,Manufacturer Validation,Manufacturer Validation must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/tablet-press-troubleshooting.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0271,No tablet punch coating is universally best.,No tablet punch coating is universally best.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/tablet-punch-coatings.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0272,Coating selection should start with the problem.,Coating selection should start with the problem.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/tablet-punch-coatings.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0273,CrN is commonly considered for wear and corrosion-related performance.,CrN is commonly considered for wear and corrosion-related performance.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/tablet-punch-coatings.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0274,DLC is a family of coatings.,DLC is a family of coatings.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/tablet-punch-coatings.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0275,TiN is a hard PVD coating.,TiN is a hard PVD coating.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/tablet-punch-coatings.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0276,TiCN has a distinct property profile.,TiCN has a distinct property profile.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/tablet-punch-coatings.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0277,Coating thickness affects dimensions.,Coating thickness affects dimensions.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/tablet-punch-coatings.html,No source supplied in legacy card,2026-08-07,Yes,No
